task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves developing a cybersecurity app skills needed siem,firewlls,networking,encryption",cybersecurity,"siem,firewlls,networking,encryption",808eca8b-8df4-dcae-52ce-de196b2c42d6,"react,css,html,encryption",0,"['siem', 'firewlls', 'networking', 'encryption']","['react', 'css', 'html', 'encryption']"
"this task involves testing a mobile development app skills needed swift,flutter,react native",mobile development,"swift,flutter,ract nativ",cbf69ee7-7f9c-5a82-59b0-5ae8328ab2a1,"swift,jvscript,siem,rct,docker",0,"['swift', 'flutter', 'ract nativ']","['swift', 'jvscript', 'siem', 'rct', 'docker']"
"this task involves designing a mobile development app skills needed swift,flutter,react native",mobile development,"swift,fluttr,react native",d395e625-9dcd-b5dc-6fe7-616f31ef3446,"scikitlearn,kotlin,unrel engine,aws",0,"['swift', 'fluttr', 'react native']","['scikitlearn', 'kotlin', 'unrel engine', 'aws']"
"this tsk involves developing gme development pp skills needed blender,unrel engine",game development,"blender,unrl engin",804f5547-cf75-bacc-cc92-7266d09effa6,"docker,python,numpy,java,pntrtion tsting",0,"['blender', 'unrl engin']","['docker', 'python', 'numpy', 'java', 'pntrtion tsting']"
"this tsk involves improving web development pp skills needed jvscript,html,nodejs,react",web development,"javascript,html,nodejs,ract",3e0165a7-3caa-146d-456e-0262858a1bf3,"python,rect ntive,firewlls,html",0,"['javascript', 'html', 'nodejs', 'ract']","['python', 'rect ntive', 'firewlls', 'html']"
"this task involves developing a devops app skills needed kubernetes,terraform,cicd,docker",devops,"kubrnts,terraform,cicd,docker",fe79552f-8d7b-1c8f-7b28-b1794abc16ab,"penetration testing,aws,numpy,unity",0,"['kubrnts', 'terraform', 'cicd', 'docker']","['penetration testing', 'aws', 'numpy', 'unity']"
"this task involves developing a game development app skills needed c,unreal engine,unity",game development,"c,unral engin,unity",5616b0e5-dba1-954b-bb71-560e87aefec9,"pntration tsting,unity,pandas",0,"['c', 'unral engin', 'unity']","['pntration tsting', 'unity', 'pandas']"
"this tsk involves designing cybersecurity pp skills needed penetration testing,networking,firewlls",cybersecurity,"penetration testing,ntworking,firwalls",1d05e52c-0451-e4f8-9037-0e47eae76bee,"css,unral engin,terrform",0,"['penetration testing', 'ntworking', 'firwalls']","['css', 'unral engin', 'terrform']"
"this tsk involves improving web development pp skills needed nodejs,html",web development,"nodejs,html",07c7b010-3208-6f17-b740-2d6f06fddf1c,"pandas,ws,python,kubernetes,jv",0,"['nodejs', 'html']","['pandas', 'ws', 'python', 'kubernetes', 'jv']"
"this task involves testing a web development app skills needed css,react,jvscript,html",web development,"css,react,jvscript,html",f5a7dde2-91c4-dab1-0ddd-b17ab8d297a3,"sql,aws,python,siem",0,"['css', 'react', 'jvscript', 'html']","['sql', 'aws', 'python', 'siem']"
"this tsk involves designing gme development pp skills needed blender,unity,unrel engine",gme development,"blender,unity,unral engin",9d5ffa66-fad7-f2d8-47c6-a5e594f1cb18,"c,cicd,flutter,scikitlearn",0,"['blender', 'unity', 'unral engin']","['c', 'cicd', 'flutter', 'scikitlearn']"
"this tsk involves testing gme development pp skills needed unity,c,c,blender",game development,"unity,c,c,blender",5f8b8ea0-5bee-b7d3-ddb3-125218f4e33e,"c,networking,unity,blender",1,"['unity', 'c', 'c', 'blender']","['c', 'networking', 'unity', 'blender']"
"this tsk involves designing dt science pp skills needed numpy,pnds,python",data science,"numpy,pandas,python",20cd82db-7cb7-347c-8bfb-bcafdf84878b,"c,html,rect ntive,unral engin",0,"['numpy', 'pandas', 'python']","['c', 'html', 'rect ntive', 'unral engin']"
"this task involves improving a game development app skills needed c,unity,unreal engine",game development,"c,unity,unreal engine",ceb8899b-82a5-672a-b77d-e80bd4bd85a6,"flutter,swift,encryption,docker",0,"['c', 'unity', 'unreal engine']","['flutter', 'swift', 'encryption', 'docker']"
"this task involves testing a cybersecurity app skills needed encryption,penetration testing,networking",cybersecurity,"encryption,penetration testing,networking",d1aaf34d-fa6c-23c7-9f5f-4c0971aef7ff,"sql,c,nodjs,jvscript,networking",0,"['encryption', 'penetration testing', 'networking']","['sql', 'c', 'nodjs', 'jvscript', 'networking']"
"this task involves designing a web development app skills needed javascript,nodejs",web development,"javascript,nodejs",15aed1ed-4bad-e8ee-7ae4-437a8190dc73,"react,react native,numpy",0,"['javascript', 'nodejs']","['react', 'react native', 'numpy']"
"this task involves designing a web development app skills needed html,react",web development,"html,react",c066ad29-80b8-84c1-71a1-5f9d10343595,"pnds,siem,dockr",0,"['html', 'react']","['pnds', 'siem', 'dockr']"
"this tsk involves designing mobile development pp skills needed flutter,rect ntive,jv",mobile development,"flutter,react native,java",5d29c99e-b1e8-e008-9f8e-03fb377fe286,"python,terraform,scikitlrn,cicd",0,"['flutter', 'react native', 'java']","['python', 'terraform', 'scikitlrn', 'cicd']"
"this task involves improving a data science app skills needed scikitlearn,numpy,sql,python",data science,"scikitlarn,numpy,sql,python",50439e16-eb6a-e628-58ba-6b435d3d6bda,"numpy,blender,css,penetration testing",0,"['scikitlarn', 'numpy', 'sql', 'python']","['numpy', 'blender', 'css', 'penetration testing']"
"this task involves improving a game development app skills needed c,blender,c",gme development,"c,blender,c",d1d57235-7bce-a0e3-8d35-4b535742609e,"blndr,python,react,kubernetes",0,"['c', 'blender', 'c']","['blndr', 'python', 'react', 'kubernetes']"
"this task involves designing a mobile development app skills needed react native,flutter,kotlin",mobile development,"react native,fluttr,kotlin",650ecc1c-a4da-2aef-d346-75c68791873d,"flutter,numpy,kubernetes",0,"['react native', 'fluttr', 'kotlin']","['flutter', 'numpy', 'kubernetes']"
"this task involves designing a devops app skills needed cicd,kubernetes,ws",devops,"cicd,kubernetes,ws",c99faaee-c3d6-1f20-7a17-94ff35f31a10,"c,pnds,nodjs,python,ntworking",0,"['cicd', 'kubernetes', 'ws']","['c', 'pnds', 'nodjs', 'python', 'ntworking']"
"this task involves developing a web development app skills needed jvscript,rect,css",web development,"jvscript,rct,css",cf44ccb2-8933-101e-ffdb-70e2fe5c3d3f,"unrel engine,networking,kubrnts,kotlin,blndr",0,"['jvscript', 'rct', 'css']","['unrel engine', 'networking', 'kubrnts', 'kotlin', 'blndr']"
"this task involves designing a cybersecurity app skills needed firewalls,encryption,siem",cybersecurity,"firwalls,encryption,siem",cd6f8d6d-ba04-3e3d-5806-2de99dd77ab0,"docker,swift,numpy,jvscript",0,"['firwalls', 'encryption', 'siem']","['docker', 'swift', 'numpy', 'jvscript']"
"this task involves designing a devops app skills needed cicd,kubernetes,docker",devops,"cicd,kubrnts,docker",436632d2-51a7-2985-ac29-ec9044641460,"aws,penetration testing,ntworking,kotlin,c",0,"['cicd', 'kubrnts', 'docker']","['aws', 'penetration testing', 'ntworking', 'kotlin', 'c']"
"this task involves testing a web development app skills needed html,css",web development,"html,css",7a8efe60-07f4-e313-3d67-f3fbbfb02ca3,"flutter,c,kotlin",0,"['html', 'css']","['flutter', 'c', 'kotlin']"
"this tsk involves designing gme development pp skills needed blender,unity,unrel engine,c",game development,"blender,unity,unrel engine,c",c9e9de75-84d1-3965-2287-3809af5fbad2,"c,nodjs,pandas,jv,c",0,"['blender', 'unity', 'unrel engine', 'c']","['c', 'nodjs', 'pandas', 'jv', 'c']"
"this tsk involves developing gme development pp skills needed blender,c,unrel engine,c",gme development,"blender,c,unral engin,c",91a3109d-ba3e-4c71-4552-36e06cb6980c,"sql,kubernetes,html,python",0,"['blender', 'c', 'unral engin', 'c']","['sql', 'kubernetes', 'html', 'python']"
"this task involves designing a data science app skills needed scikitlern,python,sql",data science,"scikitlrn,python,sql",13eb74d9-299b-6aae-8998-d0d3a6668135,"swift,cicd,nodejs",0,"['scikitlrn', 'python', 'sql']","['swift', 'cicd', 'nodejs']"
"this tsk involves designing devops pp skills needed kubernetes,terrform,docker",devops,"kubrnts,terraform,docker",223adfa4-f1c5-e401-4e25-87e1b604f0fe,"html,numpy,aws,unral engin",0,"['kubrnts', 'terraform', 'docker']","['html', 'numpy', 'aws', 'unral engin']"
"this tsk involves developing web development pp skills needed html,nodejs",web development,"html,nodejs",d798070a-7e76-c122-63b6-96aeac4e8af2,"sql,siem,docker,css,jvscript",0,"['html', 'nodejs']","['sql', 'siem', 'docker', 'css', 'jvscript']"
"this task involves testing a mobile development app skills needed swift,jv,flutter",mobile development,"swift,jv,flutter",46e71baf-67c3-60c0-8647-27e1495e8ade,"siem,aws,c,numpy",0,"['swift', 'jv', 'flutter']","['siem', 'aws', 'c', 'numpy']"
"this task involves improving a game development app skills needed unrel engine,c,c",gme development,"unrel engine,c,c",af563ef9-d2a1-f4d0-4cbe-2744c3c429b2,"jvscript,fluttr,encryption,terraform",0,"['unrel engine', 'c', 'c']","['jvscript', 'fluttr', 'encryption', 'terraform']"
"this task involves developing a web development app skills needed javascript,nodejs",web development,"javascript,nodjs",48158635-1c81-45f6-c476-c1385c39d718,"css,flutter,unity,unreal engine,numpy",0,"['javascript', 'nodjs']","['css', 'flutter', 'unity', 'unreal engine', 'numpy']"
"this task involves improving a cybersecurity app skills needed penetration testing,siem",cybersecurity,"penetration testing,siem",99b6cbc8-cb05-159b-11f4-e429506771c2,"siem,numpy,unity,nodjs",0,"['penetration testing', 'siem']","['siem', 'numpy', 'unity', 'nodjs']"
"this task involves developing a mobile development app skills needed kotlin,java,flutter",mobile development,"kotlin,java,fluttr",78d41dc6-a27c-bdb9-733e-8ddfdbdcbd8f,"cicd,blender,docker,terrform",0,"['kotlin', 'java', 'fluttr']","['cicd', 'blender', 'docker', 'terrform']"
"this task involves testing a cybersecurity app skills needed encryption,penetrtion testing,siem",cybersecurity,"encryption,penetrtion testing,siem",38d88cfb-24bc-0920-65e0-1668efd06a47,"react,blender,html",0,"['encryption', 'penetrtion testing', 'siem']","['react', 'blender', 'html']"
"this tsk involves developing web development pp skills needed css,nodejs,html",web development,"css,nodejs,html",91f798ea-12f7-2a8e-2f55-c98b9093d61d,"react,javascript,unreal engine",0,"['css', 'nodejs', 'html']","['react', 'javascript', 'unreal engine']"
"this task involves improving a web development app skills needed html,javascript",web development,"html,javascript",183e267f-e892-aa33-aa97-67f0e8db0e3f,"aws,css,pandas,sql",0,"['html', 'javascript']","['aws', 'css', 'pandas', 'sql']"
"this task involves developing a devops app skills needed docker,kubernetes,terrform,aws",devops,"docker,kubernetes,terrform,aws",2345352a-40cf-3a2e-2339-1269ba0f0b3a,"html,numpy,terrform,blender",0,"['docker', 'kubernetes', 'terrform', 'aws']","['html', 'numpy', 'terrform', 'blender']"
"this task involves testing a web development app skills needed html,nodejs",web development,"html,nodejs",d9942a6f-de54-aa07-465c-f60b7bbc3356,"scikitlearn,kotlin,html,jv",0,"['html', 'nodejs']","['scikitlearn', 'kotlin', 'html', 'jv']"
"this task involves developing a mobile development app skills needed swift,kotlin,jv",mobile development,"swift,kotlin,jv",cfa9779a-ec08-6b00-f694-cf1066ac98fb,"firewlls,scikitlern,jv",0,"['swift', 'kotlin', 'jv']","['firewlls', 'scikitlern', 'jv']"
"this task involves improving a game development app skills needed unity,c,c,blender",game development,"unity,c,c,blender",56379e5c-9264-e9e9-a55e-b8b3339bc64f,"python,terraform,nodejs",0,"['unity', 'c', 'c', 'blender']","['python', 'terraform', 'nodejs']"
"this tsk involves developing mobile development pp skills needed rect ntive,jv,flutter",mobile development,"react native,jv,flutter",82bb27f0-bd4e-6a4e-63a4-6138295c322d,"rect,nodejs,ract nativ",0,"['react native', 'jv', 'flutter']","['rect', 'nodejs', 'ract nativ']"
"this task involves developing a cybersecurity app skills needed penetrtion testing,siem,networking",cybersecurity,"pntrtion tsting,siem,networking",8a187652-caae-ace5-27bb-3085c7a57ee2,"css,kotlin,kubernetes,sql,penetrtion testing",0,"['pntrtion tsting', 'siem', 'networking']","['css', 'kotlin', 'kubernetes', 'sql', 'penetrtion testing']"
"this task involves testing a devops app skills needed terraform,docker",devops,"terraform,docker",69591cf7-13d0-7ca8-1e1f-919b3e47b9f3,"ract,docker,kubrnts,python",0,"['terraform', 'docker']","['ract', 'docker', 'kubrnts', 'python']"
"this tsk involves testing web development pp skills needed rect,javascript,nodejs",web development,"ract,javascript,nodejs",d7bfe440-cad1-8e95-b56a-6431b8e6c5cd,"c,unrel engine,firewalls,scikitlearn",0,"['ract', 'javascript', 'nodejs']","['c', 'unrel engine', 'firewalls', 'scikitlearn']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption,networking",cybersecurity,"penetration testing,encryption,ntworking",63f29b48-712a-dd86-9df6-670998b3f6dd,"react,c,penetrtion testing,blndr",0,"['penetration testing', 'encryption', 'ntworking']","['react', 'c', 'penetrtion testing', 'blndr']"
"this tsk involves developing cybersecurity pp skills needed firewlls,siem,encryption",cybersecurity,"firwlls,siem,encryption",5976580a-9452-d9e0-7c20-bc36597d1f3a,"aws,javascript,scikitlearn,cicd",0,"['firwlls', 'siem', 'encryption']","['aws', 'javascript', 'scikitlearn', 'cicd']"
"this task involves improving a game development app skills needed c,blender",gme development,"c,blender",783c633b-b99e-27c9-8889-9d2cf4015bf3,"firewalls,html,c,c",0,"['c', 'blender']","['firewalls', 'html', 'c', 'c']"
"this task involves designing a web development app skills needed javascript,nodejs,css,html",web development,"javascript,nodjs,css,html",23fb8714-1dd7-bc93-d9da-6e94b46df592,"kubernetes,java,scikitlarn",0,"['javascript', 'nodjs', 'css', 'html']","['kubernetes', 'java', 'scikitlarn']"
"this tsk involves designing dt science pp skills needed pnds,sql,numpy,scikitlern",data science,"pandas,sql,numpy,scikitlrn",7aaaaede-bee9-3d47-87d1-9e1657477af3,"nodejs,terraform,pandas,css",0,"['pandas', 'sql', 'numpy', 'scikitlrn']","['nodejs', 'terraform', 'pandas', 'css']"
"this task involves designing a game development app skills needed c,unrel engine,unity",game development,"c,unrl engin,unity",5b8168c5-faa1-5b5a-be35-4fc6fb714888,"javascript,aws,swift,css",0,"['c', 'unrl engin', 'unity']","['javascript', 'aws', 'swift', 'css']"
"this task involves testing a devops app skills needed aws,cicd,kubernetes",devops,"aws,cicd,kubrnts",7f94cc31-de63-909e-8efb-4c1387458b22,"docker,nodejs,cicd,kubernetes,jv",1,"['aws', 'cicd', 'kubrnts']","['docker', 'nodejs', 'cicd', 'kubernetes', 'jv']"
"this task involves improving a game development app skills needed unity,blender,unreal engine",game development,"unity,blender,unral engin",d1cf0381-a325-54ad-c60e-2f867ad8132f,"kotlin,fluttr,react native,pnds",0,"['unity', 'blender', 'unral engin']","['kotlin', 'fluttr', 'react native', 'pnds']"
"this task involves testing a mobile development app skills needed kotlin,swift,flutter",mobile development,"kotlin,swift,fluttr",03044723-715f-897e-821c-fbde4226b1e4,"kotlin,unity,rct ntiv",0,"['kotlin', 'swift', 'fluttr']","['kotlin', 'unity', 'rct ntiv']"
"this task involves designing a cybersecurity app skills needed firewlls,networking",cybersecurity,"firewlls,networking",5f5d72b6-3a24-9d11-92dd-39b8436430a5,"firewalls,numpy,javascript",0,"['firewlls', 'networking']","['firewalls', 'numpy', 'javascript']"
"this task involves developing a web development app skills needed css,nodejs",web development,"css,nodejs",12dbe6fb-3388-c6f5-09f2-0e684bfb0efe,"pandas,c,rect",0,"['css', 'nodejs']","['pandas', 'c', 'rect']"
"this task involves designing a game development app skills needed unity,unreal engine,c,c",game development,"unity,unral engin,c,c",e9dee0f8-fb68-eedc-6286-414c405574b5,"firewalls,docker,encryption,nodejs,css",0,"['unity', 'unral engin', 'c', 'c']","['firewalls', 'docker', 'encryption', 'nodejs', 'css']"
"this tsk involves developing gme development pp skills needed unity,c,unrel engine,c",gme development,"unity,c,unrel engine,c",54ba12cd-d543-3601-d87f-948820ce1b27,"java,sql,pnds,unreal engine",0,"['unity', 'c', 'unrel engine', 'c']","['java', 'sql', 'pnds', 'unreal engine']"
