experience_level,total_tasks_completed,missed_deadlines,average_task_duration,task_quality_score,performance_score,deadline_adherence,task_efficiency,completion_rate,productivity
1,43,13,3.8,60,50.86,40,0.62,0.7678571291454085,12.124059933874872
1,44,12,4.6,65,52.16,40,0.65,0.7857142716836738,11.102484273791044
3,64,8,3.6,50,58.35,60,0.8,0.88888887654321,12.345678840877916
1,74,10,3.1,68,63.55,50,0.79,0.8809523704648528,19.324116513422574
1,65,8,4.9,60,58.9,60,0.8,0.8904109467066994,10.902991184163666
1,51,10,3.8,58,55.39,50,0.72,0.8360655600644991,12.761000653616039
1,74,12,4.6,63,57.05,40,0.76,0.8604651062736616,11.784630803313192
1,51,12,3.6,58,53.34,40,0.68,0.8095237966742255,13.042327835306967
3,24,11,4.3,56,47.84,45,0.52,0.6857142661224496,8.930232302990042
1,55,10,4.7,65,56.39,50,0.73,0.8461538331360949,11.702127479541737
3,65,12,3.1,52,55.15,40,0.73,0.8441558331927814,14.160033330975688
3,61,13,4.7,68,54.67,40,0.7,0.8243243131848066,11.926394318418478
1,68,9,4.1,53,57.78,55,0.79,0.8831168716478328,11.415901023740279
1,61,11,4.2,56,54.73,45,0.73,0.8472222104552471,11.296296139403294
1,77,8,4.0,72,65.96,60,0.83,0.9058823422837372,16.30588216110727
1,58,11,4.7,61,54.64,45,0.72,0.8405796979626131,10.909651399089235
1,35,9,3.1,67,57.42,55,0.66,0.7954545273760335,17.19208172070782
1,52,10,3.5,54,55.03,50,0.72,0.8387096638917797,12.940091957187459
1,68,8,4.8,72,62.88,60,0.81,0.8947368303324101,13.421052454986153
1,40,8,4.5,72,58.35,60,0.71,0.8333333159722226,13.333333055555562
2,28,10,3.0,71,56.21,50,0.58,0.7368420858725767,17.43859603231765
1,25,14,4.0,59,45.76,40,0.5,0.6410256245890866,9.455127962689028
2,70,14,4.1,61,54.28,40,0.71,0.8333333234126985,12.39837383614015
1,64,11,3.8,57,56.27,45,0.74,0.8533333219555558,12.799999829333336
1,54,12,3.6,68,56.6,40,0.69,0.8181818057851242,15.45454522038568
1,58,14,4.4,64,52.37,40,0.67,0.8055555443672842,11.717171554433223
1,41,11,3.4,50,50.92,45,0.65,0.7884615232988169,11.59502240145319
2,60,14,4.6,52,49.11,40,0.68,0.8108107998539081,9.165687302696353
2,73,9,4.6,67,61.58,55,0.8,0.8902438915823916,12.966595812178314
2,24,13,3.8,67,49.32,40,0.5,0.6486486311176046,11.436699548652504
1,61,12,3.6,51,53.25,40,0.72,0.835616426909364,11.83789938121599
1,42,11,3.6,54,51.83,45,0.66,0.7924528152367394,11.88679222855109
2,36,13,4.0,50,46.51,40,0.58,0.7346938625572681,9.18367328196585
2,31,13,4.4,59,47.33,40,0.54,0.7045454385330583,9.447313834875098
3,42,14,3.7,69,52.1,40,0.6,0.7499999866071432,13.986486236727805
1,35,10,4.2,59,52.04,50,0.64,0.7777777604938276,10.925925683127577
1,22,9,3.8,54,50.26,55,0.55,0.7096773964620194,10.084889318144487
2,49,9,3.6,67,59.05,55,0.73,0.8448275716409039,15.723179805539045
1,76,9,3.0,70,65.84,55,0.81,0.8941176365397926,20.86274485259516
3,41,12,3.0,64,54.24,40,0.63,0.7735848910644361,16.50314434270797
2,28,8,3.5,69,57.17,60,0.64,0.7777777561728402,15.33333290740742
1,48,12,3.8,57,52.16,40,0.67,0.7999999866666669,11.999999800000005
2,66,11,4.7,66,57.45,45,0.75,0.8571428460111319,12.036474007815894
2,56,13,4.6,61,52.04,40,0.68,0.8115941911363161,10.762444708546802
1,42,13,3.5,70,53.94,40,0.62,0.7636363497520664,15.272726995041328
3,32,8,3.5,61,55.72,60,0.67,0.7999999800000005,13.942856794285722
1,51,11,3.5,50,52.55,45,0.7,0.8225806318938608,11.751151884198011
2,65,8,3.7,53,59.17,60,0.8,0.8904109467066994,12.754535182555422
1,71,13,4.0,57,54.76,40,0.73,0.8452380851757371,12.044642713754254
2,66,14,3.9,50,50.92,40,0.7,0.8249999896875001,10.576922944711539
1,67,12,3.4,64,58.23,40,0.74,0.8481012550873259,15.964258919290842
1,42,9,3.3,67,58.32,55,0.7,0.8235293956170707,16.720142274649618
3,64,13,3.0,50,53.4,40,0.71,0.831168820374431,13.852813672907182
1,36,10,3.3,60,54.12,50,0.64,0.7826086786389418,14.229248702526215
1,74,9,4.4,72,63.49,55,0.8,0.8915662543184789,14.589265979756927
3,59,13,3.5,51,51.86,40,0.69,0.8194444330632717,11.940476024636245
3,40,12,3.9,50,48.63,40,0.62,0.7692307544378701,9.861932749203463
1,21,8,4.2,61,52.46,60,0.57,0.7241379060642101,10.517241016646862
1,56,14,4.8,65,51.56,40,0.67,0.7999999885714287,10.833333178571431
1,63,9,4.5,71,61.04,55,0.78,0.8749999878472224,13.805555363811731
1,37,12,3.1,59,51.98,40,0.61,0.7551020254060812,14.37129661256735
1,49,14,4.2,67,51.92,40,0.64,0.777777765432099,12.407407210464434
2,41,14,4.6,64,48.93,40,0.59,0.7454545319008268,10.371541313402808
2,73,11,3.0,66,61.8,45,0.77,0.8690476087018142,19.11904739143991
2,52,10,4.1,59,55.3,50,0.72,0.8387096638917797,12.069236626735368
1,49,9,4.7,52,52.98,55,0.73,0.8448275716409039,9.347028452197234
1,36,8,3.9,70,58.17,60,0.69,0.8181817995867773,14.68531435155754
1,62,14,3.0,65,55.91,40,0.69,0.8157894629501387,17.67543836391967
1,51,11,3.0,55,54.82,45,0.7,0.8225806318938608,15.080644918054114
1,61,12,3.8,52,53.16,40,0.72,0.835616426909364,11.434751105075508
2,70,14,3.3,58,54.91,40,0.71,0.8333333234126985,14.646464472101973
1,33,10,4.3,60,51.77,50,0.62,0.7674418426176316,10.708490827222766
1,77,8,4.4,70,64.69,60,0.83,0.9058823422837372,14.411764536332182
1,29,12,3.4,62,50.8,40,0.55,0.7073170559190962,12.898134549112932
2,66,12,4.8,67,56.33,40,0.73,0.8461538353057201,11.810897284475677
1,79,9,3.9,71,65.03,55,0.81,0.8977272625258266,16.343239907521458
1,70,14,3.3,73,58.99,40,0.71,0.8333333234126985,18.43434321488697
1,55,9,4.5,71,59.59,55,0.75,0.8593749865722659,13.559027565917972
2,53,8,4.6,53,55.36,60,0.77,0.8688524447729108,10.010691211513972
1,28,14,4.3,71,49.02,40,0.5,0.6666666507936512,11.007751675895172
2,61,13,4.7,73,56.03,40,0.7,0.8243243131848066,12.803335077125718
2,47,14,4.5,57,48.3,40,0.63,0.7704917906476756,9.759562681537226
1,30,13,4.8,62,47.24,40,0.54,0.697674402379665,9.011627697404007
1,33,12,3.9,59,49.81,40,0.58,0.7333333170370374,11.094016847483386
3,58,9,4.5,51,54.7,55,0.76,0.8656716288705727,9.810945127199822
1,74,10,5.0,57,57.11,50,0.79,0.8809523704648528,10.042857023299321
1,66,14,4.4,55,51.38,40,0.7,0.8249999896875001,10.31249987109375
2,73,10,3.2,65,62.37,50,0.78,0.8795180616925535,17.86521062812999
3,38,14,4.0,67,50.29,40,0.58,0.7307692167159766,12.240384379992609
3,73,12,4.2,66,58.41,40,0.75,0.8588235193079586,13.495798160553635
2,34,9,3.3,55,53.61,55,0.65,0.7906976560302871,13.178294267171452
1,47,8,4.9,62,56.18,60,0.75,0.8545454390082647,10.812615758880083
1,43,8,3.4,72,60.89,60,0.73,0.8431372383698581,17.85467093018523
2,27,8,3.4,63,55.54,60,0.63,0.7714285493877557,14.294117238655474
1,62,14,4.8,70,54.0,40,0.69,0.8157894629501387,11.896929668022857
1,28,14,3.9,59,46.48,40,0.5,0.6666666507936512,10.085469845339851
3,66,10,3.1,73,63.46,50,0.77,0.8684210412049863,20.44991484127871
1,52,9,4.2,60,56.6,55,0.74,0.8524590024187049,12.17798574883864
1,52,14,4.2,62,51.1,40,0.65,0.7878787759412307,11.630591454370547
1,38,9,3.1,61,56.33,55,0.68,0.8085106210955187,15.909402544137626
1,22,10,4.9,58,48.14,50,0.52,0.6874999785156257,8.137754847735977
1,29,14,4.1,53,44.67,40,0.51,0.6744185889670096,8.718093954939393
1,59,8,4.1,56,58.17,60,0.79,0.8805970017821343,12.027666365804762
1,66,8,4.0,73,64.24,60,0.8,0.891891879839299,16.277026807067205
1,61,12,4.2,71,57.6,40,0.72,0.835616426909364,14.125896740610676
2,20,13,3.5,51,44.79,40,0.5,0.6060605876951337,8.831168563557663
1,48,11,3.6,56,53.46,45,0.69,0.8135593082447575,12.655367017140673
3,69,13,4.0,58,54.67,40,0.73,0.8414634043723975,12.201219363399764
1,53,14,4.6,54,48.39,40,0.65,0.7910447643127647,9.286177668019413
1,70,9,3.1,64,62.94,55,0.8,0.8860759381509375,18.2931806586
2,32,14,4.2,67,48.84,40,0.53,0.6956521587901705,11.097308247367005
1,73,9,4.6,53,57.78,55,0.8,0.8902438915823916,10.257157881275383
3,20,9,3.3,68,54.61,55,0.53,0.689655148632581,14.211075790004703
1,53,13,3.0,69,56.57,40,0.67,0.8030302908631775,18.46969668985308
3,48,11,3.6,56,53.46,45,0.69,0.8135593082447575,12.655367017140673
1,67,12,4.2,57,54.88,40,0.74,0.8481012550873259,11.509945604756567
2,66,13,3.3,66,57.57,40,0.72,0.8354430273994554,16.70886054798911
1,32,11,3.9,62,51.65,45,0.59,0.7441860292049761,11.830649695053467
3,67,8,4.1,73,64.24,60,0.81,0.8933333214222224,15.905690844834695
1,68,8,4.2,70,63.43,60,0.81,0.8947368303324101,14.912280505540169
1,72,9,3.5,72,64.76,55,0.8,0.8888888779149522,18.28571405996473
3,48,10,3.8,60,55.39,50,0.71,0.8275861926278243,13.067150409913015
1,58,14,4.6,50,48.2,40,0.67,0.8055555443672842,8.75603852573135
1,43,14,4.9,51,45.21,40,0.61,0.7543859516774395,7.851772150112124
1,45,9,4.7,66,56.06,55,0.71,0.8333333179012349,11.702127442868404
1,36,10,4.1,54,51.04,50,0.64,0.7826086786389418,10.30752893817143
1,26,11,3.8,55,48.84,45,0.54,0.7027026837107383,10.17069673791858
1,32,8,3.7,74,58.9,60,0.67,0.7999999800000005,15.99999960000001
3,24,14,3.2,73,50.83,40,0.5,0.6315789307479229,14.407894357686992
1,45,13,3.2,56,51.22,40,0.63,0.7758620555885852,13.577585972800241
1,68,10,4.4,70,60.65,50,0.77,0.8717948606180146,13.869463691650232
3,22,11,3.5,64,51.1,45,0.5,0.6666666464646471,12.190475821067833
2,26,8,3.5,68,56.54,60,0.62,0.7647058598615925,14.857142420168083
1,77,13,5.0,65,56.21,40,0.75,0.8555555460493829,11.122222098641977
1,68,10,3.4,74,63.55,50,0.77,0.8717948606180146,18.974358731097965
1,58,9,3.3,62,59.86,55,0.76,0.8656716288705727,16.264133633325912
1,72,9,3.2,54,60.41,55,0.8,0.8888888779149522,14.999999814814817
1,20,9,4.2,52,48.63,55,0.53,0.689655148632581,8.538587554498623
1,68,14,4.3,52,51.1,40,0.71,0.829268282569899,10.028360626426688
1,36,11,3.7,68,54.37,45,0.62,0.7659574305115441,14.077055479671621
1,62,9,4.1,63,59.41,55,0.77,0.8732394243205716,13.418069202974637
3,44,14,4.6,65,49.74,40,0.61,0.7586206765755056,10.719639995088666
3,78,12,4.6,71,59.95,40,0.76,0.8666666570370372,13.376811445571661
1,22,14,4.9,66,45.49,40,0.5,0.611111094135803,8.231292288359796
1,34,8,4.6,53,51.92,60,0.68,0.8095237902494337,9.32712193113478
1,48,14,4.1,62,50.56,40,0.63,0.7741935359001043,11.707316884343042
2,72,11,3.4,57,58.44,45,0.77,0.8674698690666282,14.542877216705238
1,62,13,3.2,68,57.57,40,0.7,0.8266666556444446,17.566666432444446
1,51,14,3.1,54,50.74,40,0.65,0.784615372544379,13.667493586256922
3,45,9,4.3,51,52.7,55,0.71,0.8333333179012349,9.883720747200693
2,79,8,4.6,64,63.06,60,0.83,0.9080459665741843,12.633683013206044
3,35,10,4.0,51,50.23,50,0.64,0.7777777604938276,9.916666446296302
2,44,9,3.1,60,57.14,55,0.71,0.830188663581346,16.0681676822196
1,73,8,4.1,62,62.34,60,0.82,0.9012345567748821,13.628425004888463
1,47,12,4.9,72,54.06,40,0.66,0.7966101559896585,11.705292088011307
3,28,10,4.2,59,50.77,50,0.58,0.7368420858725767,10.350876920590958
2,75,12,4.6,52,54.24,40,0.76,0.8620689556084028,9.745127324268902
1,75,13,4.6,54,53.58,40,0.74,0.8522727175878101,10.004940597769945
1,20,8,4.9,52,48.57,60,0.56,0.7142856887755111,7.580174656393179
1,48,12,4.5,55,50.35,40,0.67,0.7999999866666669,9.777777614814818
2,76,13,4.5,62,56.12,40,0.75,0.8539325746749149,11.765293251076606
3,41,8,3.5,59,56.81,60,0.72,0.8367346768013332,14.10495598036533
1,35,8,3.1,68,58.9,60,0.69,0.8139534694429427,17.854463200683902
1,60,12,4.0,57,53.97,40,0.71,0.8333333217592594,11.874999835069447
1,70,8,3.2,67,64.79,60,0.81,0.8974358859303092,18.790063861665846
3,63,9,4.9,52,55.15,55,0.78,0.8749999878472224,9.285714156746034
2,70,8,3.6,73,65.69,60,0.81,0.8974358859303092,18.198005464697935
2,73,11,4.7,73,60.62,45,0.77,0.8690476087018142,13.497973496857965
1,60,13,3.8,66,55.57,40,0.7,0.8219177969600302,14.275414368253156
1,26,8,3.6,57,53.37,60,0.62,0.7647058598615925,12.10784278114188
1,33,11,4.9,59,49.2,45,0.6,0.7499999829545458,9.030612039656775
1,48,8,3.7,51,55.54,60,0.75,0.8571428418367351,11.814671603695537
2,38,8,3.8,61,56.27,60,0.7,0.8260869385633275,13.260869276937626
2,38,12,3.2,72,55.51,40,0.61,0.7599999848000003,17.099999658000005
3,21,9,4.3,55,49.44,55,0.54,0.6999999766666675,8.95348807364342
3,60,13,3.6,51,51.86,40,0.7,0.8219177969600302,11.643835456933761
1,64,9,4.2,70,61.49,55,0.78,0.8767123167573656,14.611871945956093
2,34,10,4.2,72,55.39,50,0.63,0.7727272551652897,13.24675294569068
3,22,12,4.4,73,50.71,40,0.5,0.6470588044982705,10.735293801903122
2,30,12,4.5,52,46.27,40,0.56,0.714285697278912,8.253968057445205
1,72,9,4.0,66,62.22,55,0.8,0.8888888779149522,14.66666648559671
1,65,14,3.7,56,52.73,40,0.7,0.8227847997115848,12.452959130769932
1,49,12,4.7,70,54.24,40,0.67,0.8032786753560873,11.963724952111939
3,76,9,3.6,54,60.41,55,0.81,0.8941176365397926,13.411764548096887
1,59,12,4.0,72,57.87,40,0.71,0.830985903788931,14.957746268200758
1,37,8,3.8,50,53.1,60,0.7,0.8222222039506177,10.818713209876549
1,70,9,4.7,57,58.14,55,0.8,0.8860759381509375,10.746027335022008
1,67,9,3.9,61,60.13,55,0.79,0.8815789357686983,13.788798738946307
1,21,11,3.8,63,50.11,45,0.5,0.6562499794921882,10.879933870528385
1,51,12,4.4,65,53.79,40,0.68,0.8095237966742255,11.958874269051057
1,27,12,4.2,59,48.17,40,0.53,0.6923076745562136,9.725274475908714
1,41,9,3.2,64,57.51,55,0.69,0.8199999836000004,16.399999672000007
2,25,8,4.0,70,56.0,60,0.61,0.7575757346189171,13.25757535583105
1,31,8,4.5,73,56.99,60,0.66,0.7948717744904674,12.894586563956473
2,66,13,5.0,64,53.94,40,0.72,0.8354430273994554,10.693670750713029
1,76,8,4.3,59,61.7,60,0.83,0.9047618939909299,12.414174824526713
1,59,12,3.7,70,57.87,40,0.71,0.830985903788931,15.721354936547343
2,55,14,3.5,56,51.29,40,0.66,0.7971014377231675,12.75362300357068
1,34,11,4.7,52,47.84,45,0.61,0.7555555387654325,8.359337875702655
1,47,9,4.6,51,52.52,55,0.72,0.8392856992984697,9.305124057439556
1,71,10,3.5,55,58.74,50,0.78,0.8765431990550223,13.774250270864638
2,76,11,3.4,70,62.7,45,0.78,0.8735632083498482,17.985124877790994
1,68,14,4.4,58,52.55,40,0.71,0.829268282569899,10.931263724785031
2,64,10,3.6,59,58.38,50,0.76,0.8648648531775021,14.174173982631283
1,37,11,3.6,53,50.65,45,0.63,0.7708333172743059,11.34837939320506
1,21,8,3.3,52,51.65,60,0.57,0.7241379060642101,11.41065791373907
1,32,12,3.5,58,50.08,40,0.57,0.7272727107438021,12.051947778040148
1,64,14,3.9,73,56.81,40,0.7,0.8205128099934256,15.35831669987694
1,73,10,4.5,71,61.64,50,0.78,0.8795180616925535,13.876840528926955
1,34,14,3.7,66,49.84,40,0.55,0.7083333185763893,12.63513487190316
1,39,11,3.7,63,53.55,45,0.64,0.7799999844000004,13.281080815459466
3,48,12,3.6,59,53.07,40,0.67,0.7999999866666669,13.111110892592597
1,78,14,4.0,62,56.18,40,0.74,0.8478260777410209,13.141304204985824
1,61,10,3.4,61,58.74,50,0.75,0.8591549174766914,15.414249990022993
2,48,9,4.0,50,53.52,55,0.73,0.8421052483841185,10.52631560480148
1,22,11,4.4,71,51.38,45,0.5,0.6666666464646471,10.757575431588624
1,38,9,3.1,68,58.23,55,0.68,0.8085106210955187,17.73507168854686
2,22,8,3.0,68,56.72,60,0.58,0.7333333088888897,16.622221668148168
3,73,9,3.2,55,60.86,55,0.8,0.8902438915823916,15.301066886572356
1,33,9,4.1,62,53.88,55,0.65,0.7857142670068032,11.88153281815166
3,59,13,4.7,68,54.31,40,0.69,0.8194444330632717,11.855791797511165
1,78,11,3.0,62,61.61,45,0.78,0.8764044845347811,18.112359347052145
1,74,8,4.9,71,63.52,60,0.82,0.9024390133848901,13.076157132719835
1,23,9,3.2,70,55.88,55,0.56,0.7187499775390632,15.722655758667008
3,78,12,4.7,53,54.88,40,0.76,0.8666666570370372,9.773049536800631
1,79,10,4.0,73,64.18,50,0.8,0.8876404394647142,16.19943802023103
1,71,9,4.3,51,57.42,55,0.8,0.8874999889062501,10.526162659120642
1,30,8,4.0,64,55.27,60,0.65,0.7894736634349037,12.631578614958459
1,77,9,4.0,61,61.77,55,0.81,0.8953488267982694,13.654069608673609
1,50,10,4.7,56,53.04,50,0.71,0.8333333194444447,9.929077848699766
1,62,8,4.5,69,61.52,60,0.79,0.8857142730612247,13.58095218693878
1,51,11,4.0,67,56.27,45,0.7,0.8225806318938608,13.778225584222168
1,46,8,3.2,72,61.8,60,0.74,0.8518518360768179,19.166666311728402
1,49,11,3.2,62,56.0,45,0.69,0.8166666530555559,15.822916402951394
1,62,8,4.6,66,60.53,60,0.79,0.8857142730612247,12.708074352617574
1,21,14,4.1,53,43.22,40,0.5,0.5999999828571434,7.75609733937283
1,68,10,4.0,74,62.46,50,0.77,0.8717948606180146,16.12820492143327
2,28,10,4.4,63,51.5,50,0.58,0.7368420858725767,10.550238956811894
1,47,8,4.7,69,58.44,60,0.75,0.8545454390082647,12.545454317355377
1,50,14,4.3,62,50.56,40,0.64,0.781249987792969,11.264534707712576
1,79,9,4.5,52,58.78,55,0.81,0.8977272625258266,10.373737255853996
1,53,10,4.5,67,56.93,50,0.73,0.841269827916352,12.52557299342124
1,75,11,3.7,63,60.07,45,0.77,0.8720930131151976,14.849151304393905
1,34,11,3.5,64,53.28,45,0.61,0.7555555387654325,13.815872708853622
1,67,12,4.6,52,52.8,40,0.74,0.8481012550873259,9.587231579248034
1,44,13,3.8,50,48.33,40,0.63,0.7719298110187752,10.156971197615464
1,55,14,4.8,73,53.55,40,0.66,0.7971014377231675,12.122584365373175
1,27,13,3.1,66,50.86,40,0.51,0.6749999831250004,14.3709673826613
1,28,13,3.1,52,47.24,40,0.52,0.6829268126115412,11.455546534129077
1,77,11,4.9,63,58.26,45,0.78,0.8749999900568183,11.24999987215909
1,77,12,4.3,52,55.15,40,0.76,0.865168529604848,10.46250314870979
1,56,13,3.8,62,53.76,40,0.68,0.8115941911363161,13.24179996064516
1,67,13,4.5,64,55.03,40,0.72,0.8374999895312502,11.911110962222224
1,64,8,4.3,67,61.7,60,0.8,0.88888887654321,13.850129006603506
2,58,8,4.1,63,59.89,60,0.78,0.8787878654729112,13.50332573775449
1,51,8,3.2,70,62.16,60,0.76,0.8644067650100549,18.908897984594947
1,77,9,4.6,52,58.23,55,0.81,0.8953488267982694,10.121334563806526
2,71,13,4.7,68,56.48,40,0.73,0.8452380851757371,12.228976551478748
3,36,9,3.3,57,54.52,55,0.67,0.7999999822222227,13.818181511111119
1,54,12,4.7,53,50.53,40,0.69,0.8181818057851242,9.226305469491825
1,56,14,4.8,53,48.3,40,0.67,0.7999999885714287,8.833333207142859
2,38,11,4.1,68,54.0,45,0.63,0.7755101882548942,12.862120195447027
2,63,13,4.3,60,53.58,40,0.71,0.8289473575138506,11.566707314146754
1,48,11,3.8,50,51.47,45,0.69,0.8135593082447575,10.7047277400626
1,78,14,3.6,57,55.54,40,0.74,0.8478260777410209,13.423912897566165
1,26,8,4.4,64,53.82,60,0.62,0.7647058598615925,11.122994325259526
1,47,13,4.7,50,47.24,40,0.64,0.783333320277778,8.333333194444446
1,28,10,4.3,56,49.78,50,0.58,0.7368420858725767,9.59608297880565
1,47,9,4.0,70,58.78,55,0.72,0.8392856992984697,14.68749973772322
1,25,9,3.3,69,55.79,55,0.58,0.7352940960207619,15.374331098615931
2,48,13,3.1,69,55.48,40,0.65,0.7868852330018815,17.514542282945104
1,77,14,3.9,73,59.17,40,0.73,0.8461538368554523,15.838264125755902
1,36,8,3.1,60,56.9,60,0.69,0.8181817995867773,15.835776766195687
2,35,9,4.1,63,54.52,55,0.66,0.7954545273760335,12.222837859680517
2,42,8,3.8,71,59.71,60,0.72,0.8399999832000004,15.694736528210534
1,50,12,4.5,65,53.43,40,0.68,0.806451599895942,11.648745331830273
1,22,11,3.6,63,50.65,45,0.5,0.6666666464646471,11.666666313131325
1,40,14,4.2,61,48.66,40,0.59,0.74074072702332,10.758377225814884
1,45,10,4.1,66,55.94,50,0.69,0.8181818033057854,13.170731467849228
1,55,11,3.0,63,57.72,45,0.71,0.8333333207070709,17.49999973484849
1,61,11,3.1,59,57.54,45,0.73,0.8472222104552471,16.12455174737406
1,56,12,3.6,73,58.32,40,0.7,0.8235293996539794,16.699346159650137
1,72,9,4.8,63,59.95,55,0.8,0.8888888779149522,11.666666522633749
1,41,10,3.3,67,56.93,50,0.67,0.8039215528642834,16.322043649062724
1,61,9,4.4,71,60.86,55,0.77,0.871428558979592,14.061688110807053
1,31,13,4.9,58,46.15,40,0.54,0.7045454385330583,8.339517435697426
1,61,11,4.6,66,56.72,45,0.73,0.8472222104552471,12.155796932618765
1,32,13,3.5,55,48.05,40,0.55,0.7111110953086424,11.174602926278666
2,30,8,4.8,57,51.92,60,0.65,0.7894736634349037,9.374999753289481
1,73,11,3.2,62,60.35,45,0.77,0.8690476087018142,16.83779741859765
1,35,9,3.9,67,55.97,55,0.66,0.7954545273760335,13.665500854921602
2,27,11,4.8,54,46.94,45,0.55,0.7105262970914132,7.993420842278399
1,59,8,4.3,55,57.54,60,0.79,0.8805970017821343,11.263450022794741
1,78,12,3.8,70,61.13,40,0.76,0.8666666570370372,15.964912103313843
1,76,13,3.6,68,59.38,40,0.75,0.8539325746749149,16.12983752163728
1,59,13,3.8,53,51.86,40,0.69,0.8194444330632717,11.429093408514055
2,64,9,4.0,56,58.05,55,0.78,0.8767123167573656,12.273972434603118
1,78,11,3.6,53,58.08,45,0.78,0.8764044845347811,12.902621577873166
1,21,9,4.9,74,53.52,55,0.54,0.6999999766666675,10.57142821904763
1,49,12,4.9,60,51.16,40,0.67,0.8032786753560873,9.836065412523517
1,49,11,4.7,61,53.01,45,0.69,0.8166666530555559,10.599290603487
1,31,11,3.8,63,51.92,45,0.58,0.7380952205215424,12.236841813909782
1,29,9,4.4,62,52.61,55,0.62,0.7631578746537402,10.753588233757247
1,63,9,4.8,59,57.23,55,0.78,0.8749999878472224,10.755208183955443
3,30,8,4.7,67,54.82,60,0.65,0.7894736634349037,11.25419903194437
1,34,14,3.8,65,49.38,40,0.55,0.7083333185763893,12.116227817754027
1,35,14,3.2,54,47.66,40,0.56,0.7142856997084551,12.05357118258018
1,36,12,3.2,57,51.07,40,0.6,0.7499999843750004,13.359374721679693
1,45,14,4.2,63,50.11,40,0.62,0.7627118514794602,11.440677772191902
1,21,8,4.3,54,50.38,60,0.57,0.7241379060642101,9.093824866852872
1,69,13,4.7,73,57.48,40,0.73,0.8414634043723975,13.069537982805324
1,31,11,3.6,57,50.65,45,0.58,0.7380952205215424,11.686507658257755
1,70,9,3.3,74,65.3,55,0.8,0.8860759381509375,19.869581643384663
1,45,11,3.8,55,52.28,45,0.67,0.8035714142219391,11.630638890054383
2,42,11,3.7,65,54.64,45,0.66,0.7924528152367394,13.921468375780558
1,37,10,3.3,53,52.4,50,0.65,0.7872340258035314,12.643455565935506
1,51,13,4.3,61,51.68,40,0.66,0.7968749875488284,11.304505637320588
1,68,10,4.0,60,58.65,50,0.77,0.8717948606180146,13.07692290927022
3,57,14,4.4,52,48.93,40,0.67,0.8028168901011706,9.487835973922925
1,76,11,3.7,61,59.71,45,0.78,0.8735632083498482,14.401988029551552
1,66,9,3.7,54,58.41,55,0.79,0.8799999882666668,12.843243072000002
3,22,11,3.9,55,47.93,45,0.5,0.6666666464646471,9.401709116809126
2,57,13,4.8,68,53.76,40,0.69,0.8142857026530614,11.535714120918371
2,22,10,3.1,67,53.85,50,0.52,0.6874999785156257,14.858870503402231
